dfa_id,regex,A,B,C,D,E,F,G,H,I,J,K,L
774,[AED]*,1,0,0,1,1,0,0,0,0,0,0,0
775,D*H+KL*|C+D,0,0,1,1,0,0,0,1,0,0,1,1
776,[LIDE]+,0,0,0,1,1,0,0,0,1,0,0,1
777,[KLD],0,0,0,1,0,0,0,0,0,0,1,1
778,[CKEB],0,1,1,0,1,0,0,0,0,0,1,0
779,EI+|B*BG+|C*,0,1,1,0,1,0,1,0,1,0,0,0
780,H|IE*F,0,0,0,0,1,1,0,1,1,0,0,0
781,L*|H*K+F|J*H,0,0,0,0,0,1,0,1,0,1,1,1
782,E+|LIF*A+D+,1,0,0,1,1,1,0,0,1,0,0,1
783,LB|H*A*H|G,1,1,0,0,0,0,1,1,0,0,0,1
784,L+I*FAB|D+C+|JI*,1,1,1,1,0,1,0,0,1,1,0,1
785,[BEA]*,1,1,0,0,1,0,0,0,0,0,0,0
786,D|A*EK+|C+D,1,0,1,1,1,0,0,0,0,0,1,0
787,[IFGKD],0,0,0,1,0,1,1,0,1,0,1,0
788,G*|BGA*,1,1,0,0,0,0,1,0,0,0,0,0
789,[FJE]*,0,0,0,0,1,1,0,0,0,1,0,0
790,[JFEC],0,0,1,0,1,1,0,0,0,1,0,0
791,[FCHDI]+,0,0,1,1,0,1,0,1,1,0,0,0
792,[GDF],0,0,0,1,0,1,1,0,0,0,0,0
793,F|J*F*H*|KD,0,0,0,1,0,1,0,1,0,1,1,0
794,[HIBKF]+,0,1,0,0,0,1,0,1,1,0,1,0
795,[IBAJ]*,1,1,0,0,0,0,0,0,1,1,0,0
796,D+E*|CJ+H,0,0,1,1,1,0,0,1,0,1,0,0
797,B*A*L+|L+,1,1,0,0,0,0,0,0,0,0,0,1
798,[ABDECJ],1,1,1,1,1,0,0,0,0,1,0,0
799,[CJKBG]*,0,1,1,0,0,0,1,0,0,1,1,0
800,[AHB]*,1,1,0,0,0,0,0,1,0,0,0,0
801,[IJBDAF],1,1,0,1,0,1,0,0,1,1,0,0
802,[FJDLE]+,0,0,0,1,1,1,0,0,0,1,0,1
803,E|D+E+KL*C+E*A|KB,1,1,1,1,1,0,0,0,0,0,1,1
804,D+K*G,0,0,0,1,0,0,1,0,0,0,1,0
805,K*I*KC,0,0,1,0,0,0,0,0,1,0,1,0
806,[JAH]*,1,0,0,0,0,0,0,1,0,1,0,0
807,[DEFI]*,0,0,0,1,1,1,0,0,1,0,0,0
808,DD*G+B+K*I,0,1,0,1,0,0,1,0,1,0,1,0
809,G*JC|I+A*|B+D*IC+,1,1,1,1,0,0,1,0,1,1,0,0
810,C*L+D+B+H+|J+B+H*D|J+,0,1,1,1,0,0,0,1,0,1,0,1
811,K+B+B+,0,1,0,0,0,0,0,0,0,0,1,0
812,FG+IL*|D,0,0,0,1,0,1,1,0,1,0,0,1
813,K|A+C|J+H*,1,0,1,0,0,0,0,1,0,1,1,0
814,G+|J*E+C+B+,0,1,1,0,1,0,1,0,0,1,0,0
815,[DEAI]+,1,0,0,1,1,0,0,0,1,0,0,0
816,E|C+E+F+F*|EE,0,0,1,0,1,1,0,0,0,0,0,0
817,EA|CG|H*,1,0,1,0,1,0,1,1,0,0,0,0
818,K+J*CI+E,0,0,1,0,1,0,0,0,1,1,1,0
819,[GHF],0,0,0,0,0,1,1,1,0,0,0,0
820,[IJLDB]*,0,1,0,1,0,0,0,0,1,1,0,1
821,E+JF,0,0,0,0,1,1,0,0,0,1,0,0
822,K+|FG+|I*C|J,0,0,1,0,0,1,1,0,1,1,1,0
823,[EGHLK]+,0,0,0,0,1,0,1,1,0,0,1,1
824,H+|H+DD*I*|L+FI+,0,0,0,1,0,1,0,1,1,0,0,1
825,I+F*H,0,0,0,0,0,1,0,1,1,0,0,0
826,[BDAKEL]*,1,1,0,1,1,0,0,0,0,0,1,1
827,[KGB]*,0,1,0,0,0,0,1,0,0,0,1,0
828,[JGE],0,0,0,0,1,0,1,0,0,1,0,0
829,[AIBG]*,1,1,0,0,0,0,1,0,1,0,0,0
830,[EGJIFA]*,1,0,0,0,1,1,1,0,1,1,0,0
831,J+|DC|E*J+J+K+C|J*G*,0,0,1,1,1,0,1,0,0,1,1,0
832,[HDBF]*,0,1,0,1,0,1,0,1,0,0,0,0
833,IJCL+|AJ+J*KK+,1,0,1,0,0,0,0,0,1,1,1,1
834,[LHFD],0,0,0,1,0,1,0,1,0,0,0,1
835,A+|H*L+|D+F,1,0,0,1,0,1,0,1,0,0,0,1
836,[FHDIB]+,0,1,0,1,0,1,0,1,1,0,0,0
837,D*LJ*,0,0,0,1,0,0,0,0,0,1,0,1
838,G+K+|C*B*|CI+|F*DA,1,1,1,1,0,1,1,0,1,0,1,0
839,BBKD+G*C|GHD,0,1,1,1,0,0,1,1,0,0,1,0
840,[IHKAG],1,0,0,0,0,0,1,1,1,0,1,0
841,L|KK+E+AI,1,0,0,0,1,0,0,0,1,0,1,1
842,CH+D*L*,0,0,1,1,0,0,0,1,0,0,0,1
843,D+AG|A+F*H*C*J*|D+F+,1,0,1,1,0,1,1,1,0,1,0,0
844,K*D*|D+D*|D*,0,0,0,1,0,0,0,0,0,0,1,0
845,[LGD]+,0,0,0,1,0,0,1,0,0,0,0,1
846,L+A+|D+A+A*JK*F*|H*,1,0,0,1,0,1,0,1,0,1,1,1
847,AI*K*,1,0,0,0,0,0,0,0,1,0,1,0
848,[BFDE]+,0,1,0,1,1,1,0,0,0,0,0,0
849,K+DG*L*F+F|K*D|G+H*,0,0,0,1,0,1,1,1,0,0,1,1
850,[GCEALK],1,0,1,0,1,0,1,0,0,0,1,1
851,H+CF+H+A+|L+A*D+,1,0,1,1,0,1,0,1,0,0,0,1
852,[JCFBA],1,1,1,0,0,1,0,0,0,1,0,0
853,H+C|A+D*D*E*,1,0,1,1,1,0,0,1,0,0,0,0
854,[GCEJ]*,0,0,1,0,1,0,1,0,0,1,0,0
855,[ABG],1,1,0,0,0,0,1,0,0,0,0,0
856,[GCIJBA]*,1,1,1,0,0,0,1,0,1,1,0,0
857,[JLIA]+,1,0,0,0,0,0,0,0,1,1,0,1
858,[BLICDE]+,0,1,1,1,1,0,0,0,1,0,0,1
859,[FCIGHJ]+,0,0,1,0,0,1,1,1,1,1,0,0
860,[CKHAJD]+,1,0,1,1,0,0,0,1,0,1,1,0
861,D|K+H*F|E+,0,0,0,1,1,1,0,1,0,0,1,0
862,C+F*H+,0,0,1,0,0,1,0,1,0,0,0,0
863,I*|C*I+F+|KEH*|A*,1,0,1,0,1,1,0,1,1,0,1,0
864,[LFKHAD],1,0,0,1,0,1,0,1,0,0,1,1
865,I*B+I*L,0,1,0,0,0,0,0,0,1,0,0,1
866,C+D+FG*,0,0,1,1,0,1,1,0,0,0,0,0
867,[BLHJ]*,0,1,0,0,0,0,0,1,0,1,0,1
868,HH*|I*K+FD*D+|C+,0,0,1,1,0,1,0,1,1,0,1,0
869,C+|B+H+|J+G*F*H*|H*,0,1,1,0,0,1,1,1,0,1,0,0
870,[KGFJ],0,0,0,0,0,1,1,0,0,1,1,0
871,[BAHFJ]+,1,1,0,0,0,1,0,1,0,1,0,0
872,[DLE],0,0,0,1,1,0,0,0,0,0,0,1
873,D*L*F+J*|AI*|D*F|E+J|I+D,1,0,0,1,1,1,0,0,1,1,0,1
874,HI+|L*B|DI*|AE+C+D*|J*I*,1,1,1,1,1,0,0,1,1,1,0,1
875,C+H+|GA|LE+,1,0,1,0,1,0,1,1,0,0,0,1
876,[FJKD]*,0,0,0,1,0,1,0,0,0,1,1,0
877,J+L*|EJ+|D+,0,0,0,1,1,0,0,0,0,1,0,1
878,[FEDGK],0,0,0,1,1,1,1,0,0,0,1,0
879,[KIG]*,0,0,0,0,0,0,1,0,1,0,1,0
880,H*CK*G*,0,0,1,0,0,0,1,1,0,0,1,0
881,[CIGBJ]+,0,1,1,0,0,0,1,0,1,1,0,0
882,[FGC],0,0,1,0,0,1,1,0,0,0,0,0
883,D*H*|A*B+|B*F,1,1,0,1,0,1,0,1,0,0,0,0
884,[DEALK]*,1,0,0,1,1,0,0,0,0,0,1,1
885,C*GE*|AD*G+D*I*,1,0,1,1,1,0,1,0,1,0,0,0
886,[FDB]+,0,1,0,1,0,1,0,0,0,0,0,0
887,[JHE]*,0,0,0,0,1,0,0,1,0,1,0,0
888,[IJKL]+,0,0,0,0,0,0,0,0,1,1,1,1
889,[HKJ]+,0,0,0,0,0,0,0,1,0,1,1,0
890,[CADFB]+,1,1,1,1,0,1,0,0,0,0,0,0
891,E*IA+I*LI+|CG+G*,1,0,1,0,1,0,1,0,1,0,0,1
892,[KJHAF],1,0,0,0,0,1,0,1,0,1,1,0
893,[GDALKI],1,0,0,1,0,0,1,0,1,0,1,1
894,[LACHD]*,1,0,1,1,0,0,0,1,0,0,0,1
895,B*L*K*B+,0,1,0,0,0,0,0,0,0,0,1,1
896,CG*KK|K*J|H*,0,0,1,0,0,0,1,1,0,1,1,0
897,[JBGFIK],0,1,0,0,0,1,1,0,1,1,1,0
898,[AFD]+,1,0,0,1,0,1,0,0,0,0,0,0
899,AD+L|A+,1,0,0,1,0,0,0,0,0,0,0,1
900,L*|B+I*|HA*|KL+,1,1,0,0,0,0,0,1,1,0,1,1
901,K|L*D|E+L*,0,0,0,1,1,0,0,0,0,0,1,1
902,[GEHID]*,0,0,0,1,1,0,1,1,1,0,0,0
903,[LJF],0,0,0,0,0,1,0,0,0,1,0,1
904,[HAGIE]+,1,0,0,0,1,0,1,1,1,0,0,0
905,[HEB]+,0,1,0,0,1,0,0,1,0,0,0,0
906,[HCKBLE],0,1,1,0,1,0,0,1,0,0,1,1
907,[ACKEHD]*,1,0,1,1,1,0,0,1,0,0,1,0
908,G+I*A+A+EA*J+|J*,1,0,0,0,1,0,1,0,1,1,0,0
909,[GFJIKE]*,0,0,0,0,1,1,1,0,1,1,1,0
910,[DJBKA]+,1,1,0,1,0,0,0,0,0,1,1,0
911,C*E*HK,0,0,1,0,1,0,0,1,0,0,1,0
912,[EHFBJL]+,0,1,0,0,1,1,0,1,0,1,0,1
913,G*KC+|H*G|F+E|C+A+,1,0,1,0,1,1,1,1,0,0,1,0
914,E*CD|I*C*E*J+,0,0,1,1,1,0,0,0,1,1,0,0
915,[JAEGIH]*,1,0,0,0,1,0,1,1,1,1,0,0
916,[CGF],0,0,1,0,0,1,1,0,0,0,0,0
917,[CFAGKH]*,1,0,1,0,0,1,1,1,0,0,1,0
918,F+H+D*I+A+E*C+K+|E*,1,0,1,1,1,1,0,1,1,0,1,0
919,[EDCA]*,1,0,1,1,1,0,0,0,0,0,0,0
920,[CFGLBJ]*,0,1,1,0,0,1,1,0,0,1,0,1
921,[BAFJH]*,1,1,0,0,0,1,0,1,0,1,0,0
922,G+|L*HG+AJ*|B*,1,1,0,0,0,0,1,1,0,1,0,1
923,G*HD*K+D+L+J*,0,0,0,1,0,0,1,1,0,1,1,1
924,[AIC]*,1,0,1,0,0,0,0,0,1,0,0,0
925,[GIEBH],0,1,0,0,1,0,1,1,1,0,0,0
926,F*AB*A+L+|E*J*A+C,1,1,1,0,1,1,0,0,0,1,0,1
927,[CLAG]*,1,0,1,0,0,0,1,0,0,0,0,1
928,L+K|H+G*E*EB|JB*,0,1,0,0,1,0,1,1,0,1,1,1
929,H*HL*,0,0,0,0,0,0,0,1,0,0,0,1
930,[DLCBI]*,0,1,1,1,0,0,0,0,1,0,0,1
931,[IBLGK],0,1,0,0,0,0,1,0,1,0,1,1
932,[KABIFD],1,1,0,1,0,1,0,0,1,0,1,0
933,EH*|D+B*,0,1,0,1,1,0,0,1,0,0,0,0
934,C+|F*D+K+G+F*,0,0,1,1,0,1,1,0,0,0,1,0
935,LI*C+K*,0,0,1,0,0,0,0,0,1,0,1,1
936,[IJHBA]+,1,1,0,0,0,0,0,1,1,1,0,0
937,[FADCGI],1,0,1,1,0,1,1,0,1,0,0,0
938,KLI*,0,0,0,0,0,0,0,0,1,0,1,1
939,A+|I*L*|A*H*|I*,1,0,0,0,0,0,0,1,1,0,0,1
940,L*E*|B*J+G+A|L*A*I,1,1,0,0,1,0,1,0,1,1,0,1
941,D+H*A*F*G+,1,0,0,1,0,1,1,1,0,0,0,0
942,[ECD]*,0,0,1,1,1,0,0,0,0,0,0,0
943,[FGJC]+,0,0,1,0,0,1,1,0,0,1,0,0
944,[AIDF]*,1,0,0,1,0,1,0,0,1,0,0,0
945,[EJHGI]*,0,0,0,0,1,0,1,1,1,1,0,0
946,LJ*|A*I+,1,0,0,0,0,0,0,0,1,1,0,1
947,[FLHJ]+,0,0,0,0,0,1,0,1,0,1,0,1
948,I*HDF*,0,0,0,1,0,1,0,1,1,0,0,0
949,[GBHJD],0,1,0,1,0,0,1,1,0,1,0,0
950,E+B*IG+|I,0,1,0,0,1,0,1,0,1,0,0,0
951,[HLC],0,0,1,0,0,0,0,1,0,0,0,1
952,E+IGL+,0,0,0,0,1,0,1,0,1,0,0,1
953,[FBJ],0,1,0,0,0,1,0,0,0,1,0,0
954,[DCJEAF],1,0,1,1,1,1,0,0,0,1,0,0
955,[FKDE]*,0,0,0,1,1,1,0,0,0,0,1,0
956,[CAD]*,1,0,1,1,0,0,0,0,0,0,0,0
957,C*DL*L*IL*,0,0,1,1,0,0,0,0,1,0,0,1
958,I+A+ED*|K+J|JE*L+|I+J+,1,0,0,1,1,0,0,0,1,1,1,1
959,[KEHJA]*,1,0,0,0,1,0,0,1,0,1,1,0
960,[CEHGF]+,0,0,1,0,1,1,1,1,0,0,0,0
961,I|K+A*F+|F*J+,1,0,0,0,0,1,0,0,1,1,1,0
962,[EDL],0,0,0,1,1,0,0,0,0,0,0,1
963,I*|C*E*|GA*GEC,1,0,1,0,1,0,1,0,1,0,0,0
964,B+C+|BI|G*B+,0,1,1,0,0,0,1,0,1,0,0,0
965,[JBGEIF],0,1,0,0,1,1,1,0,1,1,0,0
966,D*JC*H*J*E|AG+D*|F,1,0,1,1,1,1,1,1,0,1,0,0
967,D*BC+H*,0,1,1,1,0,0,0,1,0,0,0,0
968,[GFAK]+,1,0,0,0,0,1,1,0,0,0,1,0
969,[JIG],0,0,0,0,0,0,1,0,1,1,0,0
970,[JLI]+,0,0,0,0,0,0,0,0,1,1,0,1
971,C+B|A*GK+E+,1,1,1,0,1,0,1,0,0,0,1,0
972,[GEH]+,0,0,0,0,1,0,1,1,0,0,0,0
973,HD+HA*|G+A*,1,0,0,1,0,0,1,1,0,0,0,0
974,JH*G|G*D+|K+D+|LA*|L*,1,0,0,1,0,0,1,1,0,1,1,1
975,[JCG]+,0,0,1,0,0,0,1,0,0,1,0,0
976,J|CG*A*K*,1,0,1,0,0,0,1,0,0,1,1,0
977,JG+I*|H*E+L*,0,0,0,0,1,0,1,1,1,1,0,1
978,D*|I*F|J+K*G*C*|B*L+D+F,0,1,1,1,0,1,1,0,1,1,1,1
979,IB*C*E+C|L*L*J*|E*C*,0,1,1,0,1,0,0,0,1,1,0,1
980,F|E*GH|B*,0,1,0,0,1,1,1,1,0,0,0,0
981,C*K+I*,0,0,1,0,0,0,0,0,1,0,1,0
982,G+|K+L*|H+FH|KI*I,0,0,0,0,0,1,1,1,1,0,1,1
983,BFD+HD*,0,1,0,1,0,1,0,1,0,0,0,0
984,[GDCFI],0,0,1,1,0,1,1,0,1,0,0,0
985,D*H+I*|J*H+,0,0,0,1,0,0,0,1,1,1,0,0
986,F+|GB|A+FC+|A*H,1,1,1,0,0,1,1,1,0,0,0,0
987,BH*K+F|G+,0,1,0,0,0,1,1,1,0,0,1,0
988,BA+I+I|GL+C*,1,1,1,0,0,0,1,0,1,0,0,1
989,H*|F*G*|CL+AD+EJD+,1,0,1,1,1,1,1,1,0,1,0,1
990,[FHK]+,0,0,0,0,0,1,0,1,0,0,1,0
991,[JDHLIA],1,0,0,1,0,0,0,1,1,1,0,1
992,[BLAK],1,1,0,0,0,0,0,0,0,0,1,1
993,[KADLHB],1,1,0,1,0,0,0,1,0,0,1,1
994,I*B|J*J+,0,1,0,0,0,0,0,0,1,1,0,0
995,[DGKF]*,0,0,0,1,0,1,1,0,0,0,1,0
996,[EGB]+,0,1,0,0,1,0,1,0,0,0,0,0
997,[GEDKCA]*,1,0,1,1,1,0,1,0,0,0,1,0
998,[EJHAB],1,1,0,0,1,0,0,1,0,1,0,0
999,J*C+|FFF*AB+,1,1,1,0,0,1,0,0,0,1,0,0
1000,C|I*L*BF,0,1,1,0,0,1,0,0,1,0,0,1
1001,[CABKFL]*,1,1,1,0,0,1,0,0,0,0,1,1
1002,L+HA+|F+F*,1,0,0,0,0,1,0,1,0,0,0,1
1003,C+C*|JH+|D*,0,0,1,1,0,0,0,1,0,1,0,0
1004,[KLJEAB]*,1,1,0,0,1,0,0,0,0,1,1,1
1005,F+G+G*H*G*|H,0,0,0,0,0,1,1,1,0,0,0,0
1006,[ABGJK]*,1,1,0,0,0,0,1,0,0,1,1,0
1007,I+E*FE*D*|I+D+,0,0,0,1,1,1,0,0,1,0,0,0
1008,EL*L*,0,0,0,0,1,0,0,0,0,0,0,1
1009,[HLG],0,0,0,0,0,0,1,1,0,0,0,1
1010,[DECJBK]*,0,1,1,1,1,0,0,0,0,1,1,0
1011,GJ*A+E+|A,1,0,0,0,1,0,1,0,0,1,0,0
1012,F*K*J*J+,0,0,0,0,0,1,0,0,0,1,1,0
1013,[HGEL]+,0,0,0,0,1,0,1,1,0,0,0,1
1014,[HKLEB]+,0,1,0,0,1,0,0,1,0,0,1,1
1015,C+J+|DH+|BBD|E+,0,1,1,1,1,0,0,1,0,1,0,0
1016,[LHEBJ]*,0,1,0,0,1,0,0,1,0,1,0,1
1017,FA*|A+LI*C+E,1,0,1,0,1,1,0,0,1,0,0,1
1018,[DLC]+,0,0,1,1,0,0,0,0,0,0,0,1
1019,[EJDICF]+,0,0,1,1,1,1,0,0,1,1,0,0
1020,JCG|L+AE+,1,0,1,0,1,0,1,0,0,1,0,1
1021,G+G*|L+A+|A,1,0,0,0,0,0,1,0,0,0,0,1
1022,[IHDFKG]+,0,0,0,1,0,1,1,1,1,0,1,0
1023,[KHFJL]*,0,0,0,0,0,1,0,1,0,1,1,1
1024,[DAIEGB],1,1,0,1,1,0,1,0,1,0,0,0
1025,AG*C+DG+|EF+,1,0,1,1,1,1,1,0,0,0,0,0
1026,E*L+D,0,0,0,1,1,0,0,0,0,0,0,1
1027,[GHCBI]*,0,1,1,0,0,0,1,1,1,0,0,0
1028,JCEE*E+,0,0,1,0,1,0,0,0,0,1,0,0
1029,[KDIAH],1,0,0,1,0,0,0,1,1,0,1,0
1030,B+BJ*D*I+,0,1,0,1,0,0,0,0,1,1,0,0
1031,[CILB]*,0,1,1,0,0,0,0,0,1,0,0,1
1032,[KIE]*,0,0,0,0,1,0,0,0,1,0,1,0
1033,H*B+|A+EE*|F+L+|I+L*G,1,1,0,0,1,1,1,1,1,0,0,1
1034,H+E+IBI|E+E,0,1,0,0,1,0,0,1,1,0,0,0
1035,A|D*G*E,1,0,0,1,1,0,1,0,0,0,0,0
1036,[DCBHK]+,0,1,1,1,0,0,0,1,0,0,1,0
1037,[AFCB]+,1,1,1,0,0,1,0,0,0,0,0,0
1038,[IBAHK],1,1,0,0,0,0,0,1,1,0,1,0
1039,H|FAAJJ+F|E*H*|G+,1,0,0,0,1,1,1,1,0,1,0,0
1040,AGA+F*E+|K*,1,0,0,0,1,1,1,0,0,0,1,0
1041,[ADIE]*,1,0,0,1,1,0,0,0,1,0,0,0
1042,[GLKJC],0,0,1,0,0,0,1,0,0,1,1,1
1043,[HCA]*,1,0,1,0,0,0,0,1,0,0,0,0
1044,[BKA]*,1,1,0,0,0,0,0,0,0,0,1,0
1045,[GBELI]+,0,1,0,0,1,0,1,0,1,0,0,1
1046,[AIB]*,1,1,0,0,0,0,0,0,1,0,0,0
1047,BC+B*,0,1,1,0,0,0,0,0,0,0,0,0
1048,G+HLLDJJ+,0,0,0,1,0,0,1,1,0,1,0,1
1049,[IDGCJ],0,0,1,1,0,0,1,0,1,1,0,0
1050,[FJDE]+,0,0,0,1,1,1,0,0,0,1,0,0
1051,[ADCEB]*,1,1,1,1,1,0,0,0,0,0,0,0
1052,E+|JAIJ*GG*J,1,0,0,0,1,0,1,0,1,1,0,0
1053,[FLE]+,0,0,0,0,1,1,0,0,0,0,0,1
1054,[KJCG],0,0,1,0,0,0,1,0,0,1,1,0
1055,[BLGJ],0,1,0,0,0,0,1,0,0,1,0,1
1056,[KBA]*,1,1,0,0,0,0,0,0,0,0,1,0
1057,E|F*G*F,0,0,0,0,1,1,1,0,0,0,0,0
1058,J+I*F*,0,0,0,0,0,1,0,0,1,1,0,0
1059,B+EICDH*F+,0,1,1,1,1,1,0,1,1,0,0,0
1060,[CHGJA]*,1,0,1,0,0,0,1,1,0,1,0,0
1061,[FHJCAE]*,1,0,1,0,1,1,0,1,0,1,0,0
1062,A*C*|C+LI+,1,0,1,0,0,0,0,0,1,0,0,1
1063,A*I+F+I*F+BH+,1,1,0,0,0,1,0,1,1,0,0,0
1064,FE+|I*K+,0,0,0,0,1,1,0,0,1,0,1,0
1065,J+H*D+I*D+,0,0,0,1,0,0,0,1,1,1,0,0
1066,D+|J*KI,0,0,0,1,0,0,0,0,1,1,1,0
1067,[FJKC],0,0,1,0,0,1,0,0,0,1,1,0
1068,KKA*E+,1,0,0,0,1,0,0,0,0,0,1,0
1069,[GBIC]+,0,1,1,0,0,0,1,0,1,0,0,0
1070,[FJLED]*,0,0,0,1,1,1,0,0,0,1,0,1
1071,[KCJBD]*,0,1,1,1,0,0,0,0,0,1,1,0
1072,[GAEHFJ]*,1,0,0,0,1,1,1,1,0,1,0,0
1073,[FBI],0,1,0,0,0,1,0,0,1,0,0,0
1074,[JALKDG]+,1,0,0,1,0,0,1,0,0,1,1,1
1075,[JKHCF]*,0,0,1,0,0,1,0,1,0,1,1,0
1076,[JFLGAH]+,1,0,0,0,0,1,1,1,0,1,0,1
1077,B*E+EB+B+A*,1,1,0,0,1,0,0,0,0,0,0,0
1078,[KCHADE]*,1,0,1,1,1,0,0,1,0,0,1,0
1079,[KLEDGC]+,0,0,1,1,1,0,1,0,0,0,1,1
1080,G*H*LHI,0,0,0,0,0,0,1,1,1,0,0,1
1081,E|DI*J*G*,0,0,0,1,1,0,1,0,1,1,0,0
1082,[CJBEL]*,0,1,1,0,1,0,0,0,0,1,0,1
1083,A*|D*E+F*F+F*|AD*|G,1,0,0,1,1,1,1,0,0,0,0,0
1084,[ICJA]+,1,0,1,0,0,0,0,0,1,1,0,0
1085,G+D+I*|C+L*G+|D,0,0,1,1,0,0,1,0,1,0,0,1
1086,[GFCHL]+,0,0,1,0,0,1,1,1,0,0,0,1
1087,[JLCAFD]*,1,0,1,1,0,1,0,0,0,1,0,1
1088,[IDA],1,0,0,1,0,0,0,0,1,0,0,0
1089,B*LG*|H*I*H*H|F+I*,0,1,0,0,0,1,1,1,1,0,0,1
1090,[CLJEBA]*,1,1,1,0,1,0,0,0,0,1,0,1
1091,[DJCI]+,0,0,1,1,0,0,0,0,1,1,0,0
1092,[JBG],0,1,0,0,0,0,1,0,0,1,0,0
1093,K+|HK+|E*K+,0,0,0,0,1,0,0,1,0,0,1,0
1094,I+A+CJ|G+,1,0,1,0,0,0,1,0,1,1,0,0
1095,[CKJL],0,0,1,0,0,0,0,0,0,1,1,1
1096,H*L+F*,0,0,0,0,0,1,0,1,0,0,0,1
1097,[FKCL]+,0,0,1,0,0,1,0,0,0,0,1,1
1098,[AJBEKF]+,1,1,0,0,1,1,0,0,0,1,1,0
1099,[ALGBD],1,1,0,1,0,0,1,0,0,0,0,1
1100,[GFJK]+,0,0,0,0,0,1,1,0,0,1,1,0
1101,[BHE]*,0,1,0,0,1,0,0,1,0,0,0,0
1102,[JAIHBL]+,1,1,0,0,0,0,0,1,1,1,0,1
1103,[IEDLB],0,1,0,1,1,0,0,0,1,0,0,1
1104,I+A+|HK*|K+,1,0,0,0,0,0,0,1,1,0,1,0
1105,[FBCK]+,0,1,1,0,0,1,0,0,0,0,1,0
1106,[CHIAGD],1,0,1,1,0,0,1,1,1,0,0,0
1107,J*D*L|H+D+,0,0,0,1,0,0,0,1,0,1,0,1
1108,CHC*L|I*,0,0,1,0,0,0,0,1,1,0,0,1
1109,[JDKAGF]+,1,0,0,1,0,1,1,0,0,1,1,0
1110,FL*C|IC+|K*HB*,0,1,1,0,0,1,0,1,1,0,1,1
1111,[AGEF]*,1,0,0,0,1,1,1,0,0,0,0,0
1112,[BHG]*,0,1,0,0,0,0,1,1,0,0,0,0
1113,BDL+,0,1,0,1,0,0,0,0,0,0,0,1
1114,[BDL]*,0,1,0,1,0,0,0,0,0,0,0,1
1115,B+I*|C*J*EG|G,0,1,1,0,1,0,1,0,1,1,0,0
1116,G+|C+L*|FG+,0,0,1,0,0,1,1,0,0,0,0,1
1117,H*|F+I*|DJ+|FB*B*G|J+J*,0,1,0,1,0,1,1,1,1,1,0,0
1118,K+I|KAA|KC*|HCL|D+B*,1,1,1,1,0,0,0,1,1,0,1,1
1119,[KDFEH]*,0,0,0,1,1,1,0,1,0,0,1,0
1120,H+KB+F*|H*GB*E*,0,1,0,0,1,1,1,1,0,0,1,0
1121,H*J*KEEK,0,0,0,0,1,0,0,1,0,1,1,0
1122,AL|D+EJ*|D*I*GE+L*|L*,1,0,0,1,1,0,1,0,1,1,0,1
1123,[ACBG],1,1,1,0,0,0,1,0,0,0,0,0
1124,LI*L*F+|DG*|J+,0,0,0,1,0,1,1,0,1,1,0,1
1125,B|HL+HK*|K*D,0,1,0,1,0,0,0,1,0,0,1,1
1126,[DABE],1,1,0,1,1,0,0,0,0,0,0,0
1127,[GJHK]+,0,0,0,0,0,0,1,1,0,1,1,0
1128,FG|IG+G*,0,0,0,0,0,1,1,0,1,0,0,0
1129,DHK*,0,0,0,1,0,0,0,1,0,0,1,0
1130,[DLEK]+,0,0,0,1,1,0,0,0,0,0,1,1
1131,[JCDBAH],1,1,1,1,0,0,0,1,0,1,0,0
1132,[ABL]*,1,1,0,0,0,0,0,0,0,0,0,1
1133,[EDF]+,0,0,0,1,1,1,0,0,0,0,0,0
1134,F*|F+G*C*|I*,0,0,1,0,0,1,1,0,1,0,0,0
1135,E+CD+,0,0,1,1,1,0,0,0,0,0,0,0
1136,[ICKF]+,0,0,1,0,0,1,0,0,1,0,1,0
1137,G*I+|H*B*,0,1,0,0,0,0,1,1,1,0,0,0
1138,[CJHL]*,0,0,1,0,0,0,0,1,0,1,0,1
1139,G|K*LF*|B*B+E*|G*A+,1,1,0,0,1,1,1,0,0,0,1,1
1140,C*K|B+B*C|B*,0,1,1,0,0,0,0,0,0,0,1,0
1141,[BECD]+,0,1,1,1,1,0,0,0,0,0,0,0
1142,C|KE|I+E*|H+LF*E+,0,0,1,0,1,1,0,1,1,0,1,1
1143,B*L*L*,0,1,0,0,0,0,0,0,0,0,0,1
1144,[CFDAJ]+,1,0,1,1,0,1,0,0,0,1,0,0
1145,JC*JG*I+,0,0,1,0,0,0,1,0,1,1,0,0
1146,L*|DH|H*J*G*,0,0,0,1,0,0,1,1,0,1,0,1
1147,I*|K+A*G+F+L*,1,0,0,0,0,1,1,0,1,0,1,1
1148,[HCELA]+,1,0,1,0,1,0,0,1,0,0,0,1
1149,[HAGLDI],1,0,0,1,0,0,1,1,1,0,0,1
1150,[BIG]*,0,1,0,0,0,0,1,0,1,0,0,0
1151,[CBIKH]*,0,1,1,0,0,0,0,1,1,0,1,0
1152,[DIFLG]+,0,0,0,1,0,1,1,0,1,0,0,1
1153,K*CE*|G*L+,0,0,1,0,1,0,1,0,0,0,1,1
1154,[BJACKE]*,1,1,1,0,1,0,0,0,0,1,1,0
1155,G+DD,0,0,0,1,0,0,1,0,0,0,0,0
